id,url,scraped_date,headline,body
10,https://yle.fi/a/74-20224490,2026-05-06 15:35:27.933256,Marius Borg Høiby ei saa jalkapantaa anomuksesta huolimatta,"Oslossa käräjäoikeus käsitteli 29-vuotiaan Marius Borg Høibyn anomusta jalkapannan käytöstä. Norjan kruununprinsessa **Mette- Maritin** pojan **Marius Borg Høiby** ei saa jalkapantaa. Høiby anoi äskettäin oikeutta tutkintavankeuden jatkamiseen kruununprinssiparin mailla sijaitsevaan taloon Skaugumiin siten, että hänellä olisi käytössään jalkapanta. Anomusta ei hyväksytty. Aiheesta kertovat muun muassa[ VG-lehti](https://www.vg.no/nyheter/i/j03oln/hoeiby-tilbake-i-retten-skal-vurdere-fotlenke) ja yleisradioyhtiö [NRK](https://www.nrk.no/norge/hoiby-onsker-fotlenke-resten-av-varetektsperioden-1.17871660). Marius Borg Høiby istuu tutkintavankeudessa vankilassa Oslossa. Høibyn asianajaja **René Ibsen** sanoi asiakkaansa kaipaavan tutkintavankeudessa perhettään ja kontakteja ulkomaailmaan. – Hänellä on vaikeaa, mutta hän voi hyvin, hän kertoo VG:lle Høibyn voinnista. Høiby on ollut vangittuna helmikuun alkupuolelta lähtien, jolloin hänen tapauksensa oikeuskäsittely oli alkamassa. Syyttäjän mukaan Høiby oli oikeudenkäynnin aikana rikkonut hänelle aiemmin määrättyä lähestymiskieltoa. Borgartingin hovioikeuden mukaan aiempi lähestymiskiellon rikkominen lisää riskiä rikkomisen uusimiseen. Tuoreen jalkapantapäätöksen perustelu on sama: uusimisen riski on yhä merkittävä, totesi Oslon käräjäoikeuden tuomari **Hans Nikolai Førde**. Høiby on määrätty lähestymiskieltoon entistä naisystäväänsä kohtaan, joka on oikeudenkäynnissä yksi asianomistajista. Syyttäjä vaatii Høibylle 7,5 vuoden vankeustuomiota. [Høibya vastaan on nostettu 40 syytettä](https://yle.fi/a/74-20205181), muun muassa neljästä raiskauksesta. Oikeuden on määrä antaa tuomio kesäkuussa. Høiby on kruununprinsessa Mette-Maritin esikoinen, joka syntyi ennen Mette-Maritin ja Norjan kruununprinssi **Haakonin** liittoa. *Korjaus 6.5.2026 klo 13.15: Høiby on tutkintavankeudessa Oslon vankilassa, ei Skaugumissa, kuten jutussa ensin virheellisesti todettiin.  
Muokkaus 6.5.2026 klo 13.04: jalkapanta-anomusta ei hyväksytty.*"
11,https://yle.fi/a/74-20224503,2026-05-06 15:35:28.040703,Lakialoite naamioitumis­kiellosta mielen­osoituksissa – taustalla Tampereen vapputapahtumat,"Keskustan kansanedustaja Jouni Ovaska on jättämässä lakialoitteen naamioitumis­kiellon tiukentamisesta mielen­osoituksissa. Tamperelainen kansanedustaja **Jouni Ovaska** (kesk.) on jättämässä lakialoitteen naamioitumisen kiellon tiukentamisesta mielenosoituksissa ja muissa yleisissä tilaisuuksissa. Lakialoitteen perusteluissa viitataan muun muassa [Tampereella vapunpäivänä tapahtuneeseen väkivallantekoon](https://yle.fi/a/74-20223191) sekä poliisin arvioihin siitä, että naamioituminen lisää konfliktiriskiä ja vaikeuttaa rikosten selvittämistä. Tiedotteen mukaan aloitteen tavoitteena on vahvistaa yleistä turvallisuutta, ehkäistä väkivaltaa ja parantaa poliisin mahdollisuuksia ylläpitää järjestystä julkisissa kokoontumisissa. Lakialoitteessa ehdotetaan muutoksia rikoslakiin, kokoontumislakiin, järjestyslakiin ja poliisilakiin. Tunnistamista olennaisesti vaikeuttava kasvojen peittäminen yleisissä kokouksissa, mielenosoituksissa ja muissa yleisötilaisuuksissa säädettäisiin lähtökohtaisesti kielletyksi. Poikkeuksia sallittaisiin esimerkiksi terveydellisistä syistä sekä tilanteissa, joissa kasvojen peittäminen liittyy olennaisesti mielenosoituksen taiteelliseen tai symboliseen ilmaisuun eikä siihen liity uhkaavaa tai väkivaltaista käyttäytymistä. Tampereen tapauksen jälkeen muun muassa [pääministeri **Petteri Orpo** (kok.)](https://yle.fi/a/74-20224316) sekä Tampereen pormestari **Ilmari Nurminen** (sd.) ovat todenneet, että mielenosoittamiseen naamioituneena pitäisi puuttua lainsäädännöllä. Nykyään [rikoslain mukaan](https://www.finlex.fi/fi/lainsaadanto/1889/39-001#chp_17__sec_13a) naamioituminen julkisella paikalla on laitonta, jos siihen liittyy ilmeinen tarkoitus ryhtyä väkivaltaan tai vahingoittamaan omaisuutta. Muussa tapauksessa naamioitumista ei ole kielletty. Tampereella Valkoinen vappu -tapahtumaan osallistui [kymmeniä naamioituneita henkilöitä](https://yle.fi/a/74-20223949). Myös osa vastamielenosoittajista oli peittänyt kasvonsa. Poliisi tutkii tapahtumassa sattuneita pahoinpitelyitä, [mutta ei ole tunnistanut kaikkia epäiltyjä](https://yle.fi/a/74-20223869). Ovaskan lakialoite on nyt kansanedustajien allekirjoitettavana. – Kasvojen peittäminen tavalla, joka estää tunnistamisen, heikentää vastuunkantoa ja lisää riskiä järjestyshäiriöihin, Ovaska sanoo tiedotteessa. Poliisiylijohtaja **Ilkka Koskimäki** on ottanut kantaa asiaan viestipalvelu X:ssä sanoen, että naamioilla ei ole sijaa mielenosoituksissa. Myös poliisitarkastaja **Konsta Arvelin** Poliisihallituksesta puolestaan arvioi aiemmin Ylelle, että nykyinen [lainsäädäntö antaa riittävät keinot](https://yle.fi/a/74-20224412) puuttua naamioitumiseen. Hän lisäisi lain tehoa poistamalla sanan ilmeinen, kun puhutaan ilmeisestä tarkoituksesta väkivaltaan."
12,https://yle.fi/a/74-20222080,2026-05-06 15:35:28.127192,Veikkaa Euroviisuja 2026 Ylen Viisutietäjässä ja voita UMK27-liput,"Voit kilpailla Yle-sovelluksessa oman kaveriporukkasi tai Ylen tuttujen hahmojen kanssa, kuka veikkaa parhaiten Euroviisujen lopputulokset. Viisutietäjä on [Yle-sovelluksessa julkaistu veikkauspeli](https://yle.onelink.me/46xJ/viisutietaja-2026), jossa veikataan etukäteen Euroviisujen 2026 semifinaalien ja finaalin tapahtumia. Euroviisut käydään Wienin Itävallassa 12.–16. toukokuuta. Suomea edustavat Linda Lampenius ja Pete Parkkonen kappaleella Liekinheitin. Kuka tahansa voi luoda Viisutietäjässä omia sisäisiä kimppapelejään ja kutsua niihin mukaan esimerkiksi kaveri- tai työporukkansa. Oikeista veikkauksista saa pisteitä, joita keräämällä kilpaillaan koko Viisutietäjän tai oman kimppapelin voitosta. Omia kimppojaan luovat myös Ylen tutut viisukasvot ja kutsutut asiantuntijavieraat, jotka kilpailevat myös Viisutietäjän voitosta tasapäisesti kaikkien osallistujien kanssa. Kevään 2026 Viisutietäjässä voit osallistua esimerkiksi YleX:n PPP:n, Radio Suomen tai UMK Gangin julkisiin kimppapeleihin, jotka löytyvät pelin Kimpat-välilehdeltä. Suomen ja ruotsin lisäksi Viisutietäjää voi pelata myös englanniksi, joten myös kansainväliset viisukaverit voi haastaa mukaan kilpailemaan. Kimppapeleissä voit kilpailla myös [oman kuntasi kovimman viisutietäjän tittelistä](https://yle.fi/a/74-20224265). Viisutietäjän voittaja saa palkinnoksi kaksi lippua helmikuussa UMK27-finaaliin. Toiseksi ja kolmanneksi sijoittuneet saavat kukin kaksi lippua UMK27-kenraaliin. Viisutietäjän sijoille 4-10 sijoittuneet saavat palkinnoksi Ylen tuotepalkintoja, joiden joukossa on UMK-tuotteita. Tasapisteissä palkinnon voittaja määritellään sen mukaan, kenellä on TOP 5:ssä viisuvoittaja oikein, TOP 5:ssä enemmän pisteitä tai tarvittaessa arvalla. Jokaisena kisapäivänä (tiistai, torstai ja lauantai) arvotaan kaikkien kyseisenä päivänä pelanneiden kesken kolme tuotepalkintoa per päivä. Lisäksi muut Viisutietäjään osallistuvat Ylen kimpat voivat jakaa lisää palkintoja omien ohjeidensa mukaisesti. Palkintojen voittajat julkaistaan Viisutietäjässä kunkin kisapäivän jälkeen. Palkintojen voittajiin otetaan yhteyttä viimeistään Euroviisujen jälkeisellä viikolla Yle Tunnukseen rekisteröidyn sähköpostin kautta. Viisutietäjää voi pelata milloin tahansa ennen Euroviisujen 2026 finaalin viimeisen esityksen loppua. Ensimmäisen ja toisen semifinaalin kohteet ovat pelattavissa Viisutietäjässä alusta alkaen. Omia veikkauksiaan voi semifinaalien osalta muokata kunkin semifinaalin viimeisen esiintyjän esityksen loppuun asti. Finaalin kohteet aukeavat toisen semifinaalin jälkeen perjantaiaamuna ja niitä voi muokata finaalin viimeisen esiintyjän esityksen loppuun asti. Viisutietäjässä on seitsemän eri kohdetta, joista on jaossa yhteensä 1300 pistettä. Semifinaaleissa jaetaan kussakin 300 pistettä ja finaalissa 700. Semifinaaleissa veikataan **jatkoon menijöitä** eli kyseisestä semifinaalista finaaliin eteneviä maita. Jatkopaikkoja on 10, ja kustakin oikeasta valinnasta saa 25 pistettä. Täysosumasta eli kaikkien kymmenen jatkoonmenijän oikein veikkaamisesta saa 50 pisteen bonuksen. Finaalissa veikattavia kohteita on viisi. **TOP 5:ssä** veikataan koko Euroviisujen viittä parhaiten sijoittunutta maata. Kustakin oikeasta TOP 5-veikkauksesta oikeassa kohdassa saa 80 pistettä, jolloin maksimipistemäärä on 400. Jos on veikannut TOP 5:een sijoittuvan oikein, mutta väärään kohtaan, saa 30 lohdutuspistettä (jos on esimerkiksi veikannut Linda Lampeniuksen ja Pete Parkkosen tulevan kakkoseksi, kun he voittavatkin). **Raadin suosikissa** veikataan eniten kansainvälisiltä tuomariraadeilta ääniä saava maa. **Yleisön suosikissa** veikataan puolestaan eniten yleisöääniä saavaa maata. **Suomen raadin suosikissa** kysytään nimensä mukaisesti sitä maata, jolle Suomen raati antaa 12 pistettä. **Jumbo**-kohteessa veikataan viisufinaalin viimeiseksi jäävää maata. Suosikeista ja jumboista saa kustakin 75 pistettä per oikea veikkaus. Viisutietäjässä käytetään Yle Tunnukseen asetettua nimimerkkiä, joka näkyy kimppapeleissä sekä Viisutietäjän TOP10:ssä. Nimimerkin voi vaihtaa Yle Tunnuksen asetuksista. Pelaajien nimimerkkejä saatetaan näyttää myös viisulähetyksissä. Pidätämme oikeuden hylätä asiattomat nimimerkit, asiattomasti nimetyt kimpat sekä teknisiä huijauksia yrittävät käyttäjät Viisutietäjästä. Pidätämme oikeuden muutoksiin. Viisutietäjään osallistuaksesi tarvitset [Yle Tunnuksen,](https://yle.fi/aihe/yle-tunnus) johon liitettyä sähköpostiosoitetta käytämme yhteydenottoihin. Lisäksi voittajien nimimerkit näytetään Viisutietäjässä ja saatamme näyttää niitä myös viisulähetyksissä. Emme julkaise voittajien sähköpostiosoitteita. Poistamme käyttäjätiedot heti palkintojen arvonnan jälkeen. Lisätietoa henkilötietojen käsittelystä löydät [Ylen tietosuojalausekkeesta](http://yle.fi/aihe/yleisradio/tietosuojalauseke). [Voit ladata Yle-sovelluksen](https://yle.onelink.me/46xJ/viisutietaja) Android- sekä iOS-älypuhelimiin ja tabletteihin sovelluskaupasta."
13,https://yle.fi/a/74-20131998,2026-05-06 15:35:28.237556,Ratkaise Sanapyramidi!,Yhdistä ryhmiksi toisiinsa liittyvät sanat. Uusi peli julkaistaan joka aamu – tilaa ilmoitukset Yle-sovelluksesta.
14,https://yle.fi/a/74-20223988,2026-05-06 15:35:28.347794,R-kioski uudistuu: ottaa vaikutteita japanilaisista kioskeista ja tuo Suomeen proteiini­pehmiksen,"R-kioskin rinnalle tulee uusi Ärrä-myymälä, syksyllä avataan uusi kahvilaketju ja R-kioskin virallinen nimi vaihtuu Reitan Convenience Finlandiksi. R-kioskin uudella toimitusjohtajalla riittää energiaa. **Niklas Lilius** aloitti tehtävässään kahdeksan kuukautta sitten. Hän kertoo, ettei edes ajattele, kuinka paljon työtunteja kertyy päivässä. – Minä en osaa istua rauhassa jossain toimistossa, vaan haluan tehdä jotain koko ajan. Haasteet ovat kiinnostavia. Hyvin usein olen erittäin iloinen ja nauran paljon, koska haluan, että meillä on myös hauskaa töitä tehdessämme. Alku onkin ollut vauhdikas. Joulukuussa R-kioski ilmoitti sulkevansa [54 kioskia.](https://yle.fi/a/74-20197710) – Viime vuonna teimme vaikeita päätöksiä, mutta ne olivat tarpeen, jotta voimme panostaa jäljellä oleviin kioskeihin. Nyt edessä on uusia muutoksia. Liliuksen mukaan luvassa on jotain, mitä ”ei ole nähty aiemmin Suomessa.” R-kioskin rinnalle tulee uusi Ärrä-myymälä, syksyllä avataan uusi kahvilaketju ja R-kioskin virallinen nimi vaihtuu Reitan Convenience Finlandiksi. Reitan Convenience Finlandiin kuuluvat R-kioski, Ärrä ja uusi kahvilabrändi. **Videolla toimitusjohtaja kertoo, mikä on R-kioskin viesti:** Reitan Convenience Finland on osa kansainvälistä Reitan Convenience -konsernia. Siihen kuuluvat muun muassa Narvesen Norjassa, Latviassa ja Liettuassa, Pressbyrån ja PBX Ruotsissa, 7-Eleven Norjassa, Ruotsissa ja Tanskassa sekä R-kioski Suomessa ja R-kiosk Virossa. Take awayn suosio kasvaa vauhdilla. Muutosten tavoitteena on tuoda Suomeen samantyylistä tarjontaa kuin kansainvälisesti tunnetuissa kioskeissa, kuten japanilaisissa kioskeissa tai 7-Elevenissä. R-kioski näyttää syksyllä erilaiselta. Merkittävä osa vanhoista R-kioskeista muuttuu uusiksi Ärrä-myymälöiksi. Ärrä-myymälöissä myydään myös terveellisiä ruokia ja juomia. Yksi terveellisistä myymälän tuotteista on proteiinipehmis, joka oli Liliuksen mukaan viime vuonna hittituote Ruotsissa. – Kyllä Ärrä-konseptilta saa myös tulevaisuudessa herkullisia tuotteita. Jos haluaa myös jotain terveellistä, voi tulla meille. Ensimmäinen uuden konseptin Ärrä avataan kesäkuussa Helsingin Sanomataloon. Se toimii alkuun konseptin pilottimyymälänä. Muut Ärrä-myymälät avautuvat syksystä alkaen. Lisäksi yhtiö valmistelee uuden kahvilakonseptin lanseerausta Suomeen loppuvuoden aikana. R-kioskeja on tällä hetkellä Suomessa Liliuksen mukaan 268, ja tulevaisuudessa niiden määrää aiotaan kasvattaa. – Kioskeja avataan paikkoihin, joissa ruoka- ja juomatuotteille on paljon kysyntää. Näin on erityisesti urbaaneilla alueilla, missä me näemme, että on isot asiakasvirrat. Lilius ei paljasta, miten muutokset vaikuttavat R-kioskin tuotteiden hintoihin. Aukioloajat määräytyvät jatkossa sijainnin mukaan. R-kioski on ollut julkisuudessa esillä aikaisemmin myös haasteistaan. Esimerkiksi [Ylen uutisessa](https://yle.fi/a/74-20051156) entiset R-kioskiyrittäjät kertovat, että ketju antaa liian ruusuisen kuvan kannattavuudesta hankkiessaan uusia kauppiaita. Kauppiaat kertoivat haasteista, stressistä ja masennuksesta. He menettivät rahansa ja joutuivat työttömiksi. Lilius vakuuttaa, että kauppiaiden hyvinvointi on tärkeää. – Ketjussa tärkeintä on ymmärtää, että ketju ansaitsee rahaa vain, jos kauppiaatkin ansaitsevat. Tämä koko malli toimii niin, että tarvitsemme meidän kauppiaita ja sen takia haluamme, että he menestyvät. Kauppiailta Lilius kertoo saaneensa eniten kiinnostusta ja uteliaisuutta. – Tärkeää on myös tehdä tiivistä yhteistyötä kauppiaiden kanssa. Käymme läpi aiempia kokemuksia ja opimme niistä, jotta menestymme ja vältämme virheitä tulevaisuudessa."
15,https://yle.fi/a/74-20224478,2026-05-06 15:35:28.458708,Mies katosi jäljettömiin tunturissa – etsintöjä jatkettu tuloksetta jo kaksi kuukautta,"Enontekiöllä on etsitty kadoksissa olevaa miestä kaikilla mahdollisilla keinoilla. Näin totaalinen katoaminen on harvinaista jopa Lapin erämaissa. Enontekiön Kilpisjärvellä [on ollut pian kaksi kuukautta kadoksissa mies](https://yle.fi/a/74-20216388), jonka löytämiseksi poliisi on järjestänyt mittavan etsintäoperaation. Poliisin mukaan ihmisen katoaminen näin jäljettömiin on harvinaista jopa Lapin erämaassa. Yleensä kadonnut löydetään melko nopeasti. Poliisi sai kadonneesta ilmoituksen 18. maaliskuuta. Kadonneen hätäetsinnät alkoivat seuraavana päivänä ja jatkuivat neljän päivän ajan. Poliisi lopettaa hätäetsinnät, kun ihmisen ei uskota enää olevan hengissä. Tämän jälkeen miestä on etsitty lähes viikoittain muutamia päiviä kerrallaan. Häntä etsitään taas tällä viikolla. Mukana on ollut joka kerta useita poliiseja. Kova tuuli ja lumisade ovat osin vaikeuttaneet työtä. Etsinnöissä ovat avustaneet muun muassa erätarkastaja ja Lapin rajavartiosto. Apuna on käytetty sään salliessa droonia, koiria ja moottorikelkkoja. Maaliskuussa myös Norjan poliisi etsi miestä helikopterilla ja moottorikelkoilla. Lisäksi kadonneen omaiset ovat käyneet alueella tekemässä itsenäisesti etsintää. Miestä eivät ole löytäneet myöskään tunturissa kulkevat hiihtäjät tai poromiehet. Poliisi on pyytänyt kansalaisilta silminnäkijähavaintoja. Poliisi on puhuttanut myös kadonneen lähiomaiset ja kilpisjärveläisiä yrittäjiä. Miehestä on hankittu valvontakameran tallenne Kilpisjärven kaupalta. Lisäksi poliisi on selvittänyt kadonneen puhelintietoja, tehnyt hätäpaikannusta ja hankkinut tukiasematiedot. Miksi ihmisen löytäminen tunturista on näin hidasta, vaikka nykyteknologia on käytössä? Rikoskomisario **Kirsi Huhtamäki** toteaa sähköpostissaan, että puhelimen ja GPS-laitteen tietoja ei voida hyödyntää, jos ne eivät ole kytkettynä päälle. Lisäksi on mahdotonta tietää, minne tunturiin lähtenyt on aikonut suunnata, jos reitti ei ole kenenkään tiedossa. Tässä tapauksessa poliisille on ilmoitettu, että hiihtäjä olisi suunnannut Kilpisjärveltä Haltille, joten etsintää on keskitetty erityisesti tälle välille. Poliisi on tutkinut reitin välillä Kilpisjärvi-Halti ja tarkistanut kaikki autiotuvat. Alue on käyty läpi niin tarkasti kuin se on mahdollista. Lisäksi on tarkistettu Suomen ja Norjan välistä rajavyöhykettä."
16,https://yle.fi/a/74-20224551,2026-05-06 15:35:28.577545,Analyysi: Yhdysvallat joutui nostamaan Persianlahdella kädet ylös,"Yhdysvallat keskittyy nyt sotatoimien sijaan rauhanneuvotteluihin. Yhdysvalloissa presidentti **Donald Trumpin** hallinto on joutunut toteamaan, ettei se pysty murtamaan Iranin toteuttamaa Hormuzinsalmen saartoa. Yhdysvallat ja Israel pommittivat Irania armottomasti kahden kuukauden ajan. Niiden tavoitteena oli tuhota Iranin asevoimat täydellisesti, jotta ne eivät enää kykenisi uhkaamaan muita alueen valtioita ja etenkään Persianlahdelta ulos pyrkiviä laivoja. Kaikesta huolimatta Iran on ylläpitänyt Hormuzinsalmen saartoa käytännössä koko helmikuussa alkaneen sodan ajan ja pystynyt iskemään useisiin ulos yrittäneisiin laivoihin. Uusin yritys Iranin saarron purkamiseksi oli presidentti Trumpin sunnuntaina julkistama Projekti Vapaus (Freedom), jossa Yhdysvaltain laivaston alukset saattavat kauppalaivat ulos salmesta. Hanketta toteuttamaan Hormuzinsalmen läpi höyrysi kaksi hävittäjäalusta. [CBS News -uutiskanavan](https://www.cbsnews.com/news/2-us-navy-destroyers-transit-strait-of-hormuz-after-dodging-iranian-onslaught/) mukaan Yhdysvaltain puolustushallinto kertoi niiden joutuneen jatkuvan tulituksen kohteiksi. Hävittäjiä ammuttiin ohjuksilla ja drooneilla ja niiden kimppuun lähetettiin pieniä hyökkäysveneitä. Vaikka kaikki Iranin hyökkäykset ilmeisesti torjuttiin, Iran osoitti, että se kykenee edelleen suuntaamaan huomattavan paljon tuhoavaa voimaa Persianlahdella seilaaviin aluksiin. Tämän saivat kokea myös eteläkorealainen rahtilaiva, jonka konehuoneessa tapahtui hyökkäyksen seurauksena räjähdys sekä ranskalainen konttialus, jota vastaan hyökättiin tiistaina. Samaan aikaan Iran iski useisiin kohteisiin Persianlahden vastarannalla sijaitsevassa Arabiemiraateissa. Tämä kaikki tapahtui, vaikka Yhdysvallat oli julistanut tulitauon. Projekti Vapauden avulla Yhdysvallat sai tiettävästi kaksi laivaa ulos Persianlahdelta, jonne jäi edelleen tuhansia aluksia. Iran lupaa niille pääsyn ulos, jos ne sopivat asiasta sen perustaman [Persianlahden laivaliikenteen hallinnointiviraston](https://maritime-executive.com/article/iran-launches-persian-gulf-strait-authority-to-administer-hormuz-tolls) kanssa. Yhdysvaltain merisaarto tosin on yhä voimassa. Yhdysvalloilla on kuitenkin valtava paine saada Hormuzinsalmi auki, koska maailmantalous on järkkymässä öljyn, lannoitteiden, alumiinin, heliumin ja muiden tarvikkeiden hinnan noustua huimasti sodan seurauksena. Yhdysvallat onkin nyt luopumassa sotatoimista. Iran on näyttänyt, että se pystyy ottamaan vastaan rajuja iskuja, mutta jatkamaan omia hyökkäyksiään. Yhdysvaltain väestö vastustaa sotaa yhä laajemmin. Ulkoministeri **Marco Rubio** totesi tiistaina, että operaatio Epic Fury, eli hyökkäys Iraniin on käytännössä ohi. Puolustusministeri **Pete Hegseth** sanoi samaa, joskin vakuutti, että asevoimat on yhä valmiina jatkamaan sotaa. Hegseth kuitenkin painotti, ettei Yhdysvalloilla ole aikeita toistaiseksi iskeä Iraniin ja että tulitauko jatkuu. Yhdysvallat näyttää nyt todenneen, etteivät sen asevoimat, niin vahvat kuin ne ovatkaan, kykene estämään Iranin toimintaa, vaan nyt on keskityttävä neuvotteluihin. Tästä onkin tullut toivoa herättäviä uutisia, jotka talous on ottanut vastaan helpottuneesti. Öljyn hinta laski tänään keskiviikkona välittömästi kymmenen prosenttia. *Lähteet: Reuters, AFP*"
17,https://yle.fi/a/74-20224112,2026-05-06 15:35:28.685574,Kuhmoisten asemuseolta vietiin kymmeniä aseita – päätekijälle vankeutta,"51-vuotias mies sai rikoksista yhden vuoden ja kahdeksan kuukauden vankeustuomion. Pirkanmaan käräjäoikeus on antanut tuomionsa [Kuhmoisten ase- ja varusmuseon murrosta](https://yle.fi/a/74-20220702). Museorakennuksessa käytiin varkaissa kolme eri kertaa heinä-elokuussa 2024. Saaliiksi jäi kymmeniä aseita, joista vain pieni osa on saatu takaisin. Tekokerroista kolmas on vielä käsittelemättä käräjäoikeudessa. Päätekijä, 51-vuotias mies sai varkaudesta, törkeästä ampuma-aserikoksesta ja törkeästä varkaudesta yhden vuoden ja kahdeksan kuukautta vankeutta. Rangaistusta alentavana on otettu huomioon aiempi, viime joulukuussa annettu kahden vuoden vankeustuomio. Syyttäjä nosti syytteet yhteensä 11:ta henkilöä vastaan. Yksi vastaajista on kuollut eli hänen osaltaan asia jäi sillensä. Lisäksi kahden vastaajan osalta asia on vielä käsittelemättä. Osa syytteistä hylättiin kokonaan. Tässä vaiheessa yksi nainen sai 30 päivää vankeutta ampuma-aserikoksesta ja toinen nainen sakkorangaistuksen huumausaineen käyttörikoksesta. Päätekijä murtautui asemuseoon ensimmäisen kerran 3. heinäkuuta, jolloin hän anasti museosta 34 revolveria ja pistoolia. [Aseet olivat yli 80 vuotta vanhoja mutta toimivia](https://yle.fi/a/74-20098195), ja tuomittu luovutti niistä valtaosan eteenpäin. Aseista vain kahdeksan on löytynyt. Aseita on jäänyt poliisin haaviin muun muassa muiden tapausten esitutkintojen yhteydessä. Tuomittu myönsi varkauden poliisin kuulustelussa. Teon motiiviksi mies kertoi vanhat velat, jotka hän pyrki kuittaamaan aseilla. Seuraavan kerran mies yritti murtautua asemuseon rakennukseen vain kaksi päivää myöhemmin. Tuolla kertaa hän ei päässyt museon tiloihin, mutta murtautui rakennuksessa olevaan asuttuun asuntoon. Saaliiksi jäi asunnosta 15–20 pulloa alkoholia. Pullojen arvo oli noin 500 euroa. Tästä teosta oli syytteessä myös toinen mies, mutta hänen syytteensä hylättiin näytön puutteessa. Tuomiot eivät ole vielä lainvoimaisia. Muutosta voi hakea valittamalla, valitus on jätettävä viimeistään 5. kesäkuuta. Elokuun lopussa mies murtautui asemuseoon kolmannen kerran. Kolmannen murron osalta oikeus ei ole vielä käsitellyt asiaa eikä siitä nyt siis annettu tuomiotakaan. Syytteen mukaan hän kampesi uuden rikoskumppaninsa kanssa museon oven auki sorkkaraudalla 28. elokuuta. Mukaan tarttui kuusi mustaruutiasetta. Miehiltä jäi rikospaikalle reppu, josta löytyi rikoskumppanin nimellä ja osoitteella varustettu kirje. Asemuseon omistaja tuli paikalle, kun miehet lastasivat aseita autoon. Omistaja onnistui viskaamaan pakoauton avaimet kauemmas, mutta rikoskumppani löysi ne. Syytteen mukaan omistaja iskettiin maahan. Hän ei pystynyt estämään kaksikon pakoa. Paetessaan syytetyt törmäsivät paikalle sattumalta tulleeseen paloautoon, joka oli pysäköity museon portille. Tämä ei kuitenkaan onnistunut pysäyttämään rikollisia. Poliisipartio havaitsi auton Kangasalla ja otti miehet kiinni. Aseet löytyivät pakoautosta."
18,https://yle.fi/a/74-20224557,2026-05-06 15:35:28.794836,Thaimaa tiukentaa turistien valvontaa – europpalaisten irstailu Phuketissa suututtaa,"Useita ulkomaalaisia on jäänyt kiinni julkisen seksin harrasta­misesta. Pääministerin kanslian mukaan tämä vahingoittaa Thaimaan mainetta. Thaimaa sanoo tiukentavansa turistien käyttäytymisen valvontaa. Maan pääministerin kanslian mukaan tänä vuonna useita ulkomaalaisia on jäänyt kiinni julkisen seksin harrastamisesta, mikä vahingoittaa Thaimaan mainetta. – Sopimatonta käyttäytymistä osoittavat vierailijat, mukaan lukien laittomien huumeiden käyttäjät, joutuvat syytteeseen, koska se on ristiriidassa Thaimaan kauniin kulttuurin kanssa, pääministerin kanslia sanoo tiedotteessaan. Myös viranomaisten tarkastukset viihdekeskuksissa tiukkenevat, kanslia sanoo. Maanantai-iltana espanjalais-perulainen pariskunta jäi kiinni seksin harrastamisesta tuk-tuk-mopotaksissa turistien suosimalla Phuketin saarella. Viranomaiset aikovat nyt perua pariskunnan viisumit, karkottaa heidät ja laittaa mustalle listalle. Paikallisen median mukaan viime kuussa ranskalainen pariskunta pidätettiin ja karkotettiin sen jälkeen, kun video heidän seksistään Phuketin rannalla levisi laajalti verkossa. Toinen ranskalainen pariskunta joutui mustalle listalle ja heidän viisuminsa peruttiin sen jälkeen, kun video pariskunnasta lempimässä tuk-tukissa Phuketissa aiemmin tänä vuonna aiheutti suuttumusta. Julkinen alastomuus ja seksuaaliset teot julkisesti ovat rangaistavia enintään 5 000 bahtin (noin 130 euron) sakolla. Turismi on elintärkeää Kaakkois-Aasian maan taloudelle, mutta ulkomaisten turistien määrä ei ole vielä palannut koronaa edeltäneelle tasolle. Huolimatta maineestaan seksiturismin kohteena, Thaimaa on pääosin sosiaalisesti konservatiivinen yhteiskunta, jossa julkiset hellyydentunnustukset ovat paheksuttuja. Toisaalta Thaimaa dekriminalisoi kannabiksen vuonna 2012 ja on suosittu reppureissaajien ja nuorten turistien keskuudessa ennen kaikkea riehakkaiden rantabileidensä vuoksi. Thaimaa odottaa saapuvaksi noin 33,5 miljoonaa ulkomaista turistia tänä vuonna, mikä olisi puoli miljoonaa enemmän kuin viime vuonna. Turistien kokonaismäärä laski seitsemän prosenttia huhtikuussa verrattuna vuoden takaiseen. Euroopasta tulevat vierailijat vähenivät lähes 16 prosenttia. *Lähde: AFP*"
19,https://yle.fi/a/74-20031519,2026-05-06 15:35:28.858989,"Lähetä Ylelle uutiskuva, -video tai -vinkki",Maksamme palkkion julkaistuista kuvista ja videoista.
